,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Cluster
521,December,The Jigsaw Seen,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4,4
522,Shaolin Warrior Dub,Dubmatix,0.78,0.438,11,-11.337,1,0.059,0.0934,0.609,0.179,0.65,110.972,243987,4,3
523,Turn It Around,Matana Roberts,0.528,0.908,2,-5.609,0,0.0608,0.00438,0.000577,0.335,0.477,121.494,208280,4,6
524,Karlsruhe,Demian Band,0.787,0.728,8,-13.099,0,0.0685,0.0063,0.87,0.11,0.125,124.946,563907,4,3
525,Blue Launch,Mark Egan,0.554,0.175,1,-16.063,0,0.0701,0.4,0.841,0.0869,0.114,90.41,92403,4,3
526,Shadows Of War,Erik Ekholm,0.176,0.0316,4,-27.2,0,0.0302,0.961,0.895,0.108,0.0306,65.525,55613,4,1
527,Life for a Life,Luce,0.297,0.971,10,-2.873,0,0.0941,1.44e-05,0,0.0344,0.292,159.949,153964,4,6
528,Tell Him,"Barbra Streisand', 'Céline Dion",0.655,0.647,1,-9.465,1,0.0903,0.19,0.00877,0.0412,0.931,80.077,280760,4,4
529,Smoke And Mirrors,Piggy D.,0.594,0.58,2,-7.449,0,0.0268,0.0916,0.000633,0.103,0.287,99.687,282283,4,6
530,Amma,The Nommos,0.2,0.189,4,-22.053,1,0.0422,0.905,0.728,0.101,0.176,140.192,199024,3,1
531,Fighter,Christina Aguilera,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,245960,4,0
532,What Might Have Been,Buck McCoy,0.621,0.201,7,-15.112,1,0.0296,0.623,0,0.131,0.146,130.627,238800,4,7
533,Dead Man,M. Ward,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,247080,4,6
534,Worship You Lord,Maurette Brown Clark,0.14,0.407,5,-7.658,0,0.0369,0.675,0.0251,0.0946,0.0685,86.389,243252,4,7
535,White Christmas,The Ray Conniff Singers,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,177480,3,7
536,Salute To Satchmo,Al Hirt and His Band,0.649,0.278,0,-16.044,1,0.0431,0.597,4.79e-05,0.218,0.541,110.207,396000,4,7
537,Pictures at an Exhibition (Orch. M. Ravel): Promenade I,"Modest Mussorgsky', 'St. Louis Symphony', 'Leonard Slatkin",0.345,0.0294,5,-17.627,1,0.0392,0.979,0.962,0.285,0.205,88.097,95400,4,1
538,Ever Since Ya Pulled Me Under,Big Head Todd and The Monsters,0.603,0.756,9,-7.578,0,0.0526,0.135,8.29e-05,0.0872,0.734,163.977,304893,4,6
539,Hump Hump,The Nillaz,0.919,0.536,10,-7.069,1,0.0586,0.545,0.000241,0.0908,0.848,128.015,151000,3,4
540,The Song Of Song,Murray Gold,0.368,0.226,1,-13.759,1,0.0515,0.909,0.861,0.107,0.396,116.124,179547,3,1
541,The Outlaw Ocean,"tyDi', 'Ian Urbina",0.882,0.535,1,-9.16,1,0.0552,0.248,0.856,0.115,0.0398,121.01,414523,4,3
542,Freedom Is In the Trying,Wynton Marsalis,0.659,0.579,8,-10.398,1,0.425,0.862,0.000112,0.116,0.825,158.006,165240,4,8
543,Angels We Have Heard on High,The Irish Rovers,0.456,0.497,5,-10.843,0,0.0399,0.872,0.184,0.101,0.605,119.411,253622,4,6
544,Tango,"Igor Stravinsky', 'Jenny Lin",0.53,0.519,4,-5.998,0,0.224,0.2,0,0.112,0.462,144.993,186056,4,6
545,Down in the Earth,Pneumatic Detach,0.561,0.821,2,-6.362,1,0.398,0.00156,0,0.0854,0.22,174.08,180587,4,8
546,Mia irmana fremosa / Muiñeira de Poio (con Pat Kilbride),"Luar Na Lubre', 'Pat Kilbride",0.316,0.415,9,-8.728,1,0.0336,0.607,3.65e-05,0.107,0.567,179.294,218881,3,7
547,Back The Way,Carly Simon,0.609,0.618,0,-4.584,1,0.0318,0.178,0,0.169,0.545,80.502,206293,3,4
548,"Wir gläuben all an einen Gott, BWV 680","Johann Sebastian Bach', 'Jörg Halubek",0.0917,0.11,2,-19.374,0,0.0408,0.983,0.919,0.0837,0.163,52.22,213387,4,1
549,Hampshire,Original Soundtrack,0.403,0.0273,1,-26.497,1,0.043,0.956,0.948,0.158,0.135,84.169,183391,4,1
550,Show Me Something,Eleven,0.591,0.862,8,-5.982,1,0.21,0.108,1.29e-05,0.103,0.806,78.444,197043,4,4
551,Before the Summer's Gone,The Company,0.435,0.496,7,-13.417,1,0.0301,0.333,0.000116,0.219,0.856,84.51,183933,4,4
552,Jump Jive and Wail,Sister Swing,0.758,0.623,5,-6.505,1,0.055,0.373,1.79e-06,0.0589,0.963,95.992,183320,4,4
553,Ooh Poo Pah Doo,The Shirelles,0.718,0.653,9,-11.46,1,0.0907,0.267,0,0.404,0.781,132.669,141714,4,4
554,Sage Hill / Catnip Tea,Michael Mendelson & Friends,0.683,0.37,7,-10.816,1,0.0402,0.936,0.852,0.339,0.96,102.103,234800,4,3
555,Wild Man Blues - Remastered 1992,"Ferdinand ""Jelly Roll"" Morton', 'Louis Armstrong', 'Jelly Roll Morton & His Red Hot Peppers",0,0,0,0,0,0,0,0,0,0,0,0,0,2
556,Perpetuum Mobile,Comedian Harmonists,0.54,0.322,0,-15.317,1,0.0431,0.907,0.859,0.117,0.786,164.799,269800,4,7
557,Only Human - Instrumental,12 Stones,0.856,0.779,7,-6.758,0,0.0453,0.0242,0.91,0.0324,0.487,94.011,183014,4,3
558,Spiral Knells,"Knells, The",0.292,0.738,7,-5.888,1,0.0481,0.0655,0.0143,0.291,0.118,125.649,601227,4,4
559,Who Gone Be There For You,Just Joey 4L,0.609,0.723,10,-6.838,0,0.189,0.0153,2.03e-05,0.403,0.409,160.001,214413,4,6
560,Nasty (Who Dat) (feat. Migos),"A$AP Ferg', 'Migos",0.661,0.636,4,-4.551,0,0.118,0.0203,2.25e-05,0.378,0.428,179.041,209813,4,6
561,Driving Fast and Using a Car Phone to Call the Present Day,Hot Dad,0.513,0.832,7,-6.766,0,0.0267,0.00084,0.852,0.125,0.532,139.022,283000,4,3
562,I Shall Be Released - Studio Outtake - 1971,Bob Dylan,0.529,0.146,11,-15.114,0,0.0499,0.758,0.000156,0.1,0.407,143.603,182160,4,7
563,Buenos Aires Hora O,"Astor Piazzolla', 'Alfredo Marcucci', 'Ensemble Piacevole",0.6,0.492,9,-12.463,0,0.0275,0.278,0.652,0.0627,0.543,139.296,166104,4,6
564,Hey Gyp (Dig the Slowness),The Raconteurs,0.506,0.775,0,-7.533,1,0.152,0.000163,0.00143,0.224,0.349,112.66,145446,4,4
565,Aldri min sjel,Heidi Hauge,0.592,0.622,2,-7.601,1,0.309,0.331,0,0.0714,0.501,105.905,202496,3,8
566,Recess,52nd Street Blues Project,0.576,0.412,11,-8.184,1,0.0368,0.659,0,0.15,0.399,188.821,230501,3,7
567,Randy's Song,Ann Sweeten,0.898,0.573,8,-5.683,1,0.268,0.0154,0,0.0973,0.442,101.949,188291,4,8
568,Placebo Headwound,"The Flaming Lips', 'Peter Mokran",0.188,0.657,2,-9.991,1,0.0381,0.0152,0.0574,0.302,0.285,183.79,220973,4,4
569,"La belle animée d,un voyageur",Galant tu perds ton temps,0,0,0,0,0,0,0,0,0,0,0,0,0,2
570,Words For Nerds,Spastic Ink,0.716,0.436,0,-14.573,0,0.43,0.737,0,0.473,0.818,131.841,161507,4,8
571,Piano 2: III. -,"Julius Eastman', 'Joseph Kubera",0.326,0.163,1,-19.938,1,0.0325,0.974,0.948,0.153,0.198,98.903,548533,4,1
572,Cosmetic Surgery,Havok,0.413,0.964,1,-5.993,1,0.144,2.42e-05,0.66,0.213,0.275,164.378,264359,4,3
573,What Did I Take,Higher Education,0.55,0.927,1,-4.324,1,0.0815,0.00061,0.0135,0.0458,0.347,111.432,430107,4,4
574,Dominion - Pt. 2 (From League of Legends: Season 2),League of Legends,0.563,0.453,5,-18.987,0,0.0435,0.235,0.871,0.164,0.4,99.969,363500,3,3
575,Break On Though (To the Other Side),"Chris Washburne', 'The Syotos Band",0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,145867,4,4
576,Going Back To Mississippi,Carey Bell,0.672,0.648,7,-9.543,1,0.0415,0.172,0.00194,0.363,0.643,121.255,230800,3,4
577,Guitar Sonata No. 2: I. Allegro deciso e appassionato,"Dušan Bogdanović', 'Goran Krivokapić",0.29,0.0752,11,-25.629,0,0.0625,0.99,0.869,0.115,0.0636,70.141,227560,3,1
578,Oral History,Meatwound,0.638,0.728,1,-8.11,1,0.0546,0.133,0.0408,0.135,0.263,124.997,302333,4,4
579,Asmatikon Cherubic Hymn,"Cappella Romana', 'Alexander Lingas",0.115,0.254,0,-16.868,1,0.0425,0.982,0.904,0.0969,0.0385,82.11,775160,1,1
580,Trains,Steps Ahead,0.638,0.0826,3,-23.58,0,0.0523,0.918,0.882,0.16,0.39,137.965,139130,4,1
581,Love Me Still,Bruce Hornsby,0.594,0.161,1,-12.692,1,0.03,0.897,0.000461,0.0729,0.46,75.943,207733,4,7
582,Echoes,Drops of Heart,0.285,0.322,6,-16.58,0,0.0445,0.367,0.649,0.107,0.138,133.577,1412451,4,3
583,The Big Break,United States Three,0.571,0.862,1,-5.295,0,0.114,0.0289,0,0.214,0.74,139.012,278693,4,6
584,"Viola da Gamba Sonata in G Major, BWV 1027: II. Allegro ma non tanto","Johann Sebastian Bach', 'Hille Perl', 'Michael Behringer",0.501,0.228,7,-21.156,1,0.0356,0.992,0.846,0.152,0.828,102.268,213427,3,1
585,Kitten Coop,Syko Friend,0.348,0.152,2,-14.263,0,0.0321,0.944,0.874,0.113,0.0496,100.941,264004,4,1
586,What She Said,Katy Goodman,0.35,0.00844,6,-32.596,1,0.122,0.994,0.915,0.108,0.259,88.937,124803,3,1
587,Quaker Dog Got Away,Stephen David Heitkotter,0.53,0.679,9,-9.065,1,0.196,0.905,0.000564,0.0892,0.481,100.018,337147,4,7
588,"Symphony No. 3 in D Minor: Part 2, III. Comodo. Scherzando. Ohne Hast","Gustav Mahler', 'Esa-Pekka Salonen', 'Los Angeles Philharmonic",0.257,0.0449,0,-25.783,1,0.0446,0.949,0.575,0.0659,0.343,177.081,161827,4,1
589,"Mazurka No. 49 in F minor, Op. 68, No. 4","Frédéric Chopin', 'Lara Downes",0.249,0.00822,7,-33.309,1,0.0414,0.995,0.919,0.0558,0.0385,68.289,173280,4,1
590,More Than I Do,Luvplanet,0.686,0.712,11,-6.159,1,0.0257,0.121,0,0.167,0.572,105.978,214533,4,4
591,Ages And Ages Ago,The Country Gentlemen,0.456,0.592,10,-6.623,0,0.0587,0.00234,0.384,0.0977,0.168,119.535,215747,4,6
592,Sunshine,Sound of Mine,0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069,163855,4,4
593,Haunted Hill,Bassholes,0.38,0.662,5,-6.379,1,0.0293,0.000409,0.0053,0.0892,0.0443,140.032,230000,4,4
594,"Deliverance (Raha-Ee), Pt. I","Aldoush', 'Jeff Obee', 'Joe Brigandi', 'Bob Hodas",0.632,0.389,8,-11.842,0,0.0335,0.851,0.0542,0.222,0.428,95.877,471320,3,7
595,For Red Cloud,Black Crown Initiate,0.318,0.893,1,-5.893,1,0.067,0.000227,0.00022,0.0872,0.121,94.913,408459,4,4
596,"6 Fanfares (Arr. M. Roberts): No. 4, Moderato","Haydn Wood', 'Onyx Brass', 'John Wilson",0.536,0.367,5,-20.921,1,0.0485,0.805,0.937,0.152,0.217,135.848,23000,4,1
597,The Old Sheboygan Soft Shoe,Lil Rev,0.547,0.146,5,-18.236,1,0.21,0.976,0.919,0.0906,0.963,117.593,176627,4,7
598,Amaze,Jimmy Riley,0.561,0.543,1,-8.498,1,0.0324,0.26,0,0.124,0.243,139.803,240867,4,4
599,Gravity Lane,Béla Fleck and the Flecktones,0.42,0.694,5,-9.53,1,0.0274,0.279,0.882,0.0839,0.579,145.602,357947,4,3
600,"Symphony No. 3 ""The Camp Meeting"": III. Communion","Charles Ives', 'Leonard Bernstein', 'New York Philharmonic",0.0926,0.121,10,-18.897,1,0.0392,0.953,0.88,0.117,0.0358,87.774,442029,3,1
601,Camping,Jóhann Jóhannsson,0.506,0.261,6,-13.679,1,0.0342,0.813,0.506,0.078,0.438,172.289,145986,4,7
602,Mr. Lunasicc,Lunasicc,0.547,0.62,6,-7.483,1,0.428,0.0889,0,0.521,0.682,74.617,273020,1,8
603,"7 Variations on Air 'Vien qua, Dorina bella' by Bianchi, Op. 7 (J. 53)","Carl Maria von Weber', 'Alexander Paley",0.227,0.009,0,-35.166,1,0.0649,0.995,0.856,0.0981,0.243,173.036,94040,4,1
604,Miss Wonderful,"Big B', 'Kottonmouth Kings, TECH N9NE and Sen Dog from Cypress Hill!",0.431,0.681,2,-9.177,1,0.0337,0.0338,0,0.387,0.736,132.112,169596,4,4
605,Immanuel / Behold Now The Kingdom,John Michael Talbot,0.309,0.173,10,-14.189,1,0.0284,0.731,7.44e-06,0.173,0.212,90.272,231493,4,7
606,Miserable De Mí,Annette Moreno,0.566,0.894,0,-4.45,1,0.0344,0.00409,1.29e-05,0.117,0.587,108.972,229387,4,4
607,"Symphony No. 6 In A Major, WAB 106: II. Adagio: Sehr Feierlich","New Zealand Symphony Orchestra', 'Anton Bruckner",0.14,0.0491,5,-22.788,1,0.0429,0.955,0.822,0.0833,0.0339,101.311,918708,4,1
608,Morbid Shape in Black - Rough Mix,Deceased…,0.161,0.981,6,-7.672,1,0.197,1.75e-05,0.942,0.113,0.24,167.275,347533,4,3
609,Birthday Wish,Scott Hiltzik,0.738,0.464,10,-10.749,1,0.538,0.296,0,0.0789,0.501,139.845,220128,4,8
610,"19 Hungarian Rhapsodies, S. 244: No. 5 in E Minor ""Héroïde-élégiaque""","Franz Liszt', 'Balint Vázsonyi",0.47,0.0324,0,-22.109,1,0.0542,0.991,0.897,0.082,0.0526,70.483,520400,4,1
611,Reel,"Roger McGuinn', 'Eliza Carthy",0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,121347,4,6
612,Gladiator,Nasty Savage,0.54,0.78,9,-5.872,1,0.0418,0.0263,7.12e-06,0.35,0.514,144.011,188333,4,4
613,Anos Blues,Clarice Assad,0.48,0.129,5,-15.918,0,0.0848,0.917,1.23e-06,0.105,0.205,182.511,189933,3,7
614,voyage,Idealism,0.416,0.12,5,-16.755,1,0.0912,0.858,0.935,0.692,0.373,134.042,110397,1,0
615,LoveStoned / I Think She Knows - Tiësto Remix,"Justin Timberlake', 'Tiësto",0.745,0.681,5,-7.227,0,0.0434,0.000269,0.403,0.182,0.779,130.009,311373,4,6
616,Presto: Violin Concerto in a minor,Georg Philipp Telemann,0.391,0.299,1,-16.328,1,0.0951,0.681,0.541,0.344,0.159,151.057,39533,4,7
617,L'eternel Desir,"Philip Catherine', 'Martin Wind",0.378,0.147,7,-20.812,1,0.0567,0.904,0.916,0.111,0.157,65.77,97144,3,1
618,"Symphony No. 19 in E-Flat Major, K. 132: IV. Allegro","Wolfgang Amadeus Mozart', 'Northern Chamber Orchestra', 'Nicholas Ward",0.397,0.113,3,-17.275,1,0.0347,0.988,0.923,0.104,0.33,105.985,260960,4,1
619,Late At Night,The Subdudes,0.643,0.403,1,-11.254,0,0.41,0.343,0,0.138,0.111,98.54,174682,4,8
620,"Sonata For Violin and Turntables, Part 1",Daniel Bernard Roumain,0.42,0.834,9,-5.977,0,0.0793,0.0954,0.537,0.0641,0.274,120.263,518920,4,3
621,Big Iron,Jim Byrnes,0.726,0.474,1,-7.834,0,0.0491,0.803,0,0.258,0.57,116.027,235733,4,6
622,Rosen für die Senorita,Die Flippers,0.567,0.889,8,-4.439,1,0.0413,0.3,2.04e-06,0.229,0.559,124.986,186573,5,4
623,Shoulda' Known Better,Possessed by Paul James,0.562,0.819,7,-7.475,1,0.0621,0.575,0.0227,0.143,0.544,178.072,184960,4,4
624,Reboot (SD-KRTR Remix),"""Humans Can't Reboot"", 'SD-KRTR",0.727,0.794,4,-5.317,0,0.0245,0.014,0,0.0971,0.339,95.002,161691,4,6
625,Ladybug,MoShang,0.148,0.00215,2,-32.153,1,0.0372,0.98,0.816,0.095,0.0727,64.37,189500,4,1
626,Fighting in the Dark - Cinema,Dna,0.462,0.632,8,-15.662,1,0.0827,0.0366,0.778,0.0831,0.0945,165.066,211240,3,3
627,The Hornet's Nest,The Blake Robinson Synthetic Orchestra,0.591,0.764,2,-7.272,1,0.0286,1.83e-05,0.915,0.119,0.506,128.045,136021,4,3
628,One Hour Mama,Saffire-The Uppity Blues Women,0.697,0.205,1,-10.698,1,0.0499,0.924,0.000338,0.119,0.494,85.002,322493,4,7
629,Killing Games,Ike Moriz,0.783,0.322,6,-12.525,1,0.178,0.697,0,0.105,0.638,135.052,129000,4,7
630,Madonna Whore,Cyndi Lauper,0.703,0.852,2,-3.883,0,0.0345,0.00314,2.34e-06,0.0775,0.615,113.969,191634,4,6
631,Chase - Lupin Remix,"Lupin', 'Zyce & Flegma",0.592,0.879,6,-9.69,0,0.0509,0.00179,0.767,0.279,0.161,135.984,532487,4,3
632,More,Aretha Franklin,0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019,216573,4,4
633,I Wished on the Moon,Chris Connor,0.65,0.247,3,-12.112,1,0.0565,0.739,1.08e-06,0.238,0.527,122.924,208907,3,7
634,Let's Talk About It 201,Topic626,0.561,0.721,11,-7.634,0,0.523,0.12,0,0.3,0.278,82.236,186265,4,8
635,Goin' To Town,"Luis Russell', 'Albert Nicholas', 'Henry', 'J. C. Higginbotham', 'Charlie Holmes', 'George",0.577,0.827,9,-4.978,1,0.0497,0.00561,0.0183,0.0929,0.678,114.568,196960,4,4
636,Laurie Ann,Chuck Pyle,0.617,0.697,3,-9.744,1,0.0545,0.813,0.527,0.327,0.901,165.57,165000,4,4
637,Infidel,Final Stage,0.495,0.921,2,-5.694,1,0.12,0.000168,0.000929,0.0407,0.109,99.982,243525,4,4
638,Saya Djangaro,Kaouding Cissoko,0.669,0.555,11,-14.424,0,0.0499,0.1,0.827,0.119,0.67,156.47,258200,4,3
639,The Andyland Farm,Andy Z,0.751,0.401,7,-12.897,1,0.947,0.497,0,0.485,0.496,58.148,70467,4,8
640,Haters Better Duck (SLABed),"Trae Tha Truth', 'Brandon', ""Jay'ton"", 'Raw-D', 'J-DUB', ""Lil' T"", 'Pimp Skinny', 'Dougie D', 'Lil B', 'Mouthpiece",0.826,0.643,1,-7.25,1,0.358,0.572,0,0.033,0.772,84.981,441987,4,8
641,Dont Worry About Me,Songs To Your Eyes,0.533,0.597,5,-9.18,1,0.0368,0.0217,0.638,0.145,0.286,90.074,192589,4,3
642,Buttaflybeat,Koushik,0.805,0.547,0,-11.403,1,0.0455,0.0457,0.696,0.199,0.852,111.249,61947,4,4
643,About My Lighter,Lambchop,0.589,0.444,7,-12.707,1,0.0301,0.435,0.516,0.118,0.44,145.678,291453,4,3
644,Hidden Track,69 Fingers,0.832,0.665,1,-8.524,1,0.155,0.171,0.00136,0.0808,0.421,93.526,119629,4,4
645,Your Smiling Face,James Taylor,0.683,0.515,1,-10.932,1,0.0592,0.137,6.66e-06,0.0816,0.767,88.827,165400,4,4
646,All I Used to Know,Think Again,0.722,0.597,4,-5.964,0,0.0264,0.174,0.183,0.181,0.389,103.975,166482,4,6
647,On Christmas Night: Adam lay ybounden,"Bob Chilcott', 'Anonymous', 'Traditional', 'Josef Mohr', 'Cecil Frances Alexander', 'Theodore Baker', 'Catherine Winkworth', 'Phillips Brooks', 'John Freeman Young', 'Laurie Ashworth', 'Commotio', 'Alice James', 'Tim Elton', 'Tanya Houghton', 'Richard Pearce', 'Matthew Berry",0.17,0.0825,5,-21.072,1,0.0367,0.985,0.951,0.0725,0.105,77.414,105160,3,1
648,Atlantic Limited,Julian Lage,0.592,0.345,7,-11.562,1,0.0306,0.606,0.921,0.1,0.369,128.119,231174,4,3
649,Placeholder,Elliott Smith,0.416,0.969,2,-2.361,1,0.0611,0.0595,0,0.104,0.449,182.038,185733,4,4
650,Just Like Today,Suzi Katz,0.517,0.183,0,-14.032,1,0.0317,0.899,0.00518,0.129,0.292,112.345,360840,4,7
651,Christmas Party Shuffle - Instrumental,Lowell Fulson,0,0,0,0,0,0,0,0,0,0,0,0,0,2
652,Heart and Mind,David Piltch,0.593,0.28,3,-9.318,1,0.0268,0.925,0.0867,0.106,0.155,139.935,221360,3,7
653,Wings,Little Mix,0.656,0.33,8,-8.771,1,0.162,0.818,0.00386,0.107,0.349,119.057,250120,4,7
654,The Great Paradox,space cadet,0.125,0.704,11,-10.44,0,0.118,0.789,0.602,0.47,0.156,59.985,329500,4,0
655,Mon roman d'amour,Renée martel,0.463,0.144,2,-13.824,1,0.0322,0.833,0.000433,0.106,0.161,101.237,175726,4,7
656,Stayed Down,Taco,0.63,0.639,11,-5.09,0,0.238,0.373,3.07e-06,0.289,0.307,128.016,165068,4,6
657,Pathos! - Prologo,Argine,0.281,0.431,4,-8.11,0,0.0286,0.155,0.79,0.168,0.15,143.92,281840,3,3
658,Places I've Been,Sam Webster,0.668,0.595,7,-11.024,1,0.0505,0.335,0.231,0.48,0.204,150.003,144092,4,0
659,"Piano Sonata No. 1 in C Minor, Op. 4: III. Larghetto","Frédéric Chopin', 'Idil Biret",0.331,0.00337,8,-35.161,1,0.0426,0.991,0.931,0.0981,0.0809,127.705,258467,4,1
660,Got the Feeling,Jeff Beck,0.677,0.819,0,-3.654,0,0.0304,0.0776,5.61e-05,0.0756,0.529,124.01,178912,4,6
661,"Symphony No. 7, ""Delle canzoni"": III. Allegro impetuoso","Gian Francesco Malipiero', 'Moscow Symphony Orchestra', 'Antonio de Almeida",0,0,0,0,0,0,0,0,0,0,0,0,0,2
662,The Lure,Eleventh Dream Day,0.416,0.236,9,-16.198,1,0.0341,0.934,0.841,0.105,0.213,137.339,184793,4,1
663,Tight And Long,"""Kevin O'Donnell's Quality Six""",0.494,0.946,4,-2.757,1,0.0637,0.00129,0,0.398,0.741,103.408,169027,4,4
664,Medley Of Blues,Freeman Stowers,0.457,0.808,7,-6.221,1,0.0629,0.197,0,0.191,0.604,97.026,189010,3,4
665,Turning Point,Trevor Morris,0.387,0.976,0,-4.145,0,0.0598,5.91e-05,0.0785,0.148,0.432,186.032,191973,4,6
666,Cuban Link,ABG Neal,0.694,0.652,5,-8.751,1,0.296,0.248,0,0.0293,0.759,87.966,192183,4,8
667,Viento (Interlude),Maluma,0.459,0.283,0,-10.026,0,0.17,0.889,0,0.112,0.48,138.298,162485,4,7
668,"Wind Quintet in G Major, Op. 99 No. 6: III. Minuetto: Allegro","Antoine Reicha', 'Albert Schweitzer Quintet",0.443,0.113,7,-23.978,1,0.0474,0.994,0.891,0.192,0.182,144.12,237733,4,1
669,Devil in the Details,Mike McNutt,0.656,0.741,4,-8.557,0,0.0464,0.534,0.00157,0.0953,0.292,128.137,246320,4,6
670,Steel Hammer: Mountain,"Julia Wolfe', 'Bang On A Can All-Stars', 'Trio Mediæval",0.377,0.637,0,-10.486,0,0.0377,0.239,0.15,0.102,0.0475,129.931,530814,4,6
671,Nobody Safe,24Heavy,0.881,0.677,1,-5.168,1,0.401,0.0568,0,0.12,0.159,109.362,140122,5,8
672,Turnt Up,"Jipsta', 'Levonia Jenkins",0.87,0.58,1,-6.404,1,0.274,0.343,0,0.13,0.182,76.513,114078,4,8
673,Benzodiabolic Suite No.2 Simplex Vs. Complex,Textual,0.458,0.868,4,-9.271,0,0.0592,0.648,0.562,0.313,0.505,119.992,143960,4,6
674,My Sex My Violin,Ky,0.231,0.0547,1,-23.453,0,0.0509,0.989,0.000139,0.18,0.124,89.357,284373,4,1
675,El Matador,Vallejo,0.561,0.901,4,-10.309,0,0.0732,0.0389,0.029,0.0558,0.631,193.559,274093,4,6
676,Spoon River,"Percy Grainger', 'Moray Welsh', 'Philip Martin', 'Bournemouth Sinfonietta', 'Kenneth Montgomery",0.452,0.12,7,-22.611,0,0.0359,0.977,0.945,0.112,0.157,91.204,249960,4,1
677,Quetzatl - adapto synchrono,Quetzatl,0.888,0.861,10,-9.252,0,0.248,0.325,0.5,0.152,0.641,136.089,234120,4,6
678,Insidious Muckbubbles,"Bodhisattva 13:20', 'Konflux",0.591,0.923,9,-9.283,1,0.0362,2.31e-05,0.805,0.427,0.599,148.017,480000,4,3
679,Somewhere Else Before,Esbjörn Svensson Trio,0.45,0.0674,0,-23.12,1,0.0301,0.877,0.388,0.11,0.0596,130.811,335693,4,7
680,The Last Time - Demo Version,Within Temptation,0.489,0.863,2,-5.654,0,0.0304,3.65e-05,4.8e-06,0.279,0.374,99.016,270667,4,6
681,Intro,Douleur2vivre,0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,127920,4,3
682,The Business - Betamorphose Remix,XMH,0.549,0.969,7,-5.231,1,0.0674,2.13e-05,0.741,0.145,0.221,137.799,257741,4,3
683,Answr,Allem Iversom,0.352,0.838,8,-6.465,0,0.0496,0.00329,5.74e-06,0.115,0.475,72.291,230067,4,6
684,3 Ballades de François Villon: I. Faulse beauté qui tant me coûte cher,"Claude Debussy', 'Stephen Lancaster', 'Martin Katz",0.322,0.185,2,-15.772,1,0.0674,0.984,0.000207,0.0881,0.108,82.693,251293,3,7
685,J'veux m'en r'tourner Chez nous ( Alcohol...),Plume Latraverse,0.413,0.516,0,-7.211,1,0.0352,0.841,0,0.131,0.341,148.316,181533,4,7
686,I Guess I've Been Dreaming Again,Spade Cooley,0.514,0.25,10,-14.415,1,0.0371,0.93,0.101,0.308,0.834,166.991,153067,4,7
687,Exotique,The Tikiyaki Orchestra,0.497,0.274,4,-18.01,0,0.0702,0.633,0.758,0.114,0.764,84.803,257933,4,3
688,Mirrors,Zavala,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,4,6
689,Nun komm der Heiden Heiland,"Dietrich Buxtehude', 'Joseph Payne",0.156,0.0266,7,-28.661,0,0.0373,0.988,0.945,0.148,0.2,65.703,57267,4,1
690,"Julebudet til dem, der bygge (The Christmas message) (arr. B. Holten)","Bo Holten', 'Johann Peter Emilius Hartmann', 'Musica Ficta",0.205,0.152,4,-24.375,1,0.0578,0.993,0.000417,0.217,0.117,72.761,162000,1,1
691,The Scythe Pendulum Swing,Dizzy Mystics,0.568,0.812,7,-7.156,1,0.0323,0.000541,0.236,0.135,0.413,92.059,453267,4,4
692,Missionary Man,"Eurythmics', 'Annie Lennox', 'Dave Stewart",0.607,0.807,1,-5.191,1,0.036,0.00427,0.000967,0.124,0.413,128.008,222840,4,4
693,ONCE UPON A DECEMBER,Jackie Evancho,0.166,0.288,11,-12.45,0,0.0389,0.917,1.89e-05,0.0889,0.0748,174.166,179840,4,7
694,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),"Miley Cyrus', 'Mark Ronson', 'Sean Ono Lennon",0.284,0.637,9,-4.893,1,0.0486,0.0626,0,0.371,0.197,92.045,220589,4,4
695,Rae's Ring,Mike McCready,0.787,0.882,6,-4.518,0,0.297,0.0337,0,0.0559,0.504,103.72,320200,4,8
696,"Symphony No. 9 In D Minor, WAB 109: I. Feierlich, Misterioso - 1894 Version","Anton Bruckner', 'Royal Scottish National Orchestra",0.0774,0.233,2,-14.268,0,0.0379,0.904,0.878,0.131,0.0371,70.349,1302840,3,1
697,Family Meeting (Bonus Track),Marah,0.422,0.634,2,-6.316,1,0.0294,0.518,3.04e-05,0.353,0.435,87.886,123853,4,4
698,O Eleanor,Demander,0.18,0.0545,0,-28.084,1,0.0312,0.981,0.962,0.0894,0.0506,71.586,231116,4,1
